job_title,company,location,description,label
Driver - Light Duty (Portland),"Our HistoryFounded in 1929 by Earl Bertrand Bradley, the company began selling products for Knape and Vogt Co. of Grand Rapids, Michigan.With the opening of the Los Angeles branch in 1929, the company became a wholesale distributor specializing in store fixture and specialty hardware such as drawer slides, hinges, brackets and standards. In 1943 branch offices were opened in San Francisco followed by Seattle in 1956.The company’s market position and business began to grow during the late 1950′s and 1960′s after adding Wilsonart’s high-pressure laminate line to its product mix.During the 1970′s under the leadership of E.B. Bradley’s son Robert E. Bradley, Sr., two new branches were opened; San Diego in 1972 and Portland in 1976. Significant product additions were the Blum line of European hinges and drawer slides and Accuride precision ball bearing drawer slides. A greater emphasis as a supplier to the Cabinet and Furniture industries was taking hold.Since the opening of the Anaheim branch in 1995, the company has been consistently growing.In 1998 the company entered the cold press lamination business by opening 3 locations of its West Coast Laminating subsidiary in the Los Angeles, San Francisco and Pacific Northwest marketplaces.Our OwnershipUp until January 4, 2009, the company operated as a 100% family owned business.On January 5, 2009, Industrial Opportunity Partners (“IOP”), a private equity firm based in Evanston, IL. partnered with Robert Bradley, Jr. in aquiring the stock of E.B. Bradley Co. and its subsidiaries from its current shareholders.","US, OR, Portland","Position available is located in our Portland, OR location.Responsible for daily delivery of company products to customer locations in a safe and timely manner ensuring the reputation of being the First Choice in Quality and Service. Essential Job FunctionsSelect, sort and verify orders for delivery;Plan daily delivery route and strategy for the day;Make changes to the delivery route as per customer needs and requests;Pre-inspect orders for damage and quality before delivery;Load and/or assist with loading the vehicle for deliveries;Ensure that the load is in compliance with weight and other load limits;Conduct a daily walk around safety inspection of the delivery vehicle;Make on-time deliveries to customer locations as per pre-determined route schedule:Unload customer orders at customer location;Provide excellent, professional and courteous services to customers during each stop;Complete and maintain paperwork as required by company policy, procedures and directions provided by supervisor;Responsible to know and comply with all Company policies and procedures including safety and fleet safety policies and procedures;Follow all Department of Motor Vehicle policies and procedures at all times;Responsible to know and comply with all Company policies and procedures including safety and fleet safety policies and procedures;Responsible to ensure that the delivery vehicle is clean, safe, maintained and in good operating condition;Operate a forklift;Perform housekeeping duties within your work area maintaining a clean and safe working environment. Non-Essential Job FunctionsShipping;Receiving;Counter Sales;Must assist others and perform additional tasks as directed by the Operations Manager. Skills/QualificationsAbility to operate a small to medium size truck;Must have and maintain a clean driving record in compliance with company set standards;A general knowledge of the surrounding delivery areas;Prioritization, Organization, and Execution — ability to multi-task in a stressful, fast paced working environment;Attention to Detail,;Must have the ability to prioritize and organize;Good customer service skills. QualificationsTo perform this job successfully, an individual must be able to perform each essential job function satisfactorily. The requirements listed in this job description are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with qualified disabilities to perform the essential functions of the job. RequirementsHigh School Diploma or GED;A current valid Class C Driver's License;Basic computer skills;Ability to be certified as a forklift operator;A minimum of five years of general driving experience;1-3 years of route delivery experience. Physical DemandsRequires the ability to walk, stand, carry materials, stoop, kneel, bend at the waist, reach overhead and climb ladders and/or on and off of equipment:May require sitting and/or standing for long periods of time;Will be required to lift up to 50 lbs on a regular basis; Working EnvironmentAll work is performed within a manufacturing and warehouse environment;Exposure to moving mechanical parts, machinery, fumes, airborne particles, dirt, dust and chemical fumes;The noise level in the work environment is usually moderate to loud and may require hearing protection.Safety shoes, back support and eye protection are also required.Temperature environment range is approximately 30°F to 110°F. SummaryThis position description identifies the key responsibilities, expectations of performance, qualifications and work environment as outlined in the contents.  It is neither intended nor possible to list all tasks and variables the employee may be required to perform or conditions the employee may be subject to.  Employees are expected to follow any and all job related duties and responsibilities, as may be reasonable assigned by management.As an Equal Opportunity Employer, E.B. Bradley, Co. is committed to a diverse workforce. ",0
Admin Assistant\Urgently,,"AU, NSW, ","The company is seeking an Admin assistant to join their team! As traineeship. Relevant on job training will be provided.  Position is Part- Time Start ASAP  Duties include:  Meet and greet clients  Preparing files  Receive phone calls  Receiving emails and reply emails from reception ( instructions will be given) The successful candidate will be able to demonstrate:-Excellent communication skills, Technical Contractual and Negotiating skills.-Knowledge of application software including Word, Excel and Outlook from the microsoft Office suite (2007).-Strong team based work ethic.-Thrives on challenges and is accountable.This job will be suitable for school leavers who are looking their career. If you are interested in applying for the position, please send resume with your full name and email to #EMAIL_bf7aada68f2ebd311c3cb873b1867e0c531121ccdc5392441c6cea7a5d852d06#  ",1
Graduates: English Teacher Abroad (Conversational),We help teachers get safe &amp; secure jobs abroad :),"US, PA, Bloomsburg","Play with kids, get paid for it :-)Love travel? Jobs in Asia$1500 USD + monthly ($200 Cost of living)Housing providedAirfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins (#URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7#)#URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b# University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryPositive attitude required. Canada/US passport holders only See job description",0
Maintenance - Refrigeration Tech,"With over 30 years of experience in the industry, Mercer Foods has been providing superior quality freeze dried foods and ingredients to clients around the world for two generations. Our dedication to stringent quality control and complete customer satisfaction are the core of our company tradition, allowing us to provide our clients with the best freeze dried foods on the planet.Here at Mercer Foods, you will find ultra-modern facilities, uncompromising quality assurance programs, complete compliance with freeze dried food standards, and innovative technologies that include everything from sustainable energy practices to automated sanitation and allergen removal.Mercer Foods proudly provides a comprehensive list of products and services for our clients around the world. From total menu and ingredient control to fully customized retail packaging services to a global shipping network that delivers your freeze dried foods reliably and consistently, Mercer Foods spares no expense in ensuring your complete satisfaction.In addition, Mercer Foods employs an integrated research and development team that can help you map out a production and delivery schedule tailored to your specific needs. From organic freeze dried fruits and vegetables to specially prepared and packaged bulk freeze dried foods and ingredients, Mercer utilizes innovative technologies and techniques to ensure prompt and accurate delivery of your product.Quality, sustainability, and service have been the hallmarks of Mercer Foods since our inception, and our ongoing commitment to perfecting our freeze drying process has solidified our reputation as a leader in the freeze dried foods industry.Mercer Foods is an equal opportunity employer. We take pride in the diversity of our staff, and seek diversity in our applicants.","US, CA, Modesto","Job Title: Maintenance Worker – Refrigeration TechDepartment: MaintenanceReports to: Maintenance SupervisorSchedule: As Posted - Overtime as needed.ESSENTIAL DUTIES AND RESPONSIBILITIES: Responsible for performing highly diversified duties to install, troubleshoot, repair and maintain production and facility equipment according to safety, predictive and productive maintenance systems and processes to support the achievement of the site’s business goals and objectives.Primary duties and responsibilities:Perform highly diversified duties to install and maintain production machines and the plant facility’s equipment.Provide emergency/unscheduled repairs of production equipment during production and performs scheduled maintenance repairs of production equipment during machine service.Perform simple machinist duties and responsibilities.Perform mechanic skills including, but not limited to, mechanical, electrical, pneumatic, hydraulic, troubleshooting and repair of production machines.Read and interpret equipment manuals and work orders to perform required maintenance and service.Diagnose problems, replace or repair parts, test and make adjustments.Perform regular preventive maintenance on machines, equipment and plant facilities.Perform a variety of maintenance functions.Use a variety of hand and power tools, electric meters and material handling equipment in performing duties.Detect faulty operations, defective material and report those and any unusual situations to proper supervision.Comply with safety regulations and maintain clean and orderly work areas.Participate in maintenance and upkeep of refrigeration system.Perform all other duties as assigned or needed.Must be highly motivated and able to work independentlyPerform on-call responsibilities as required.Education, prior work experience and specialized skills and knowledge:  Requires a high school diploma/GED and completion of a craft apprenticeship, or an equivalent number of years of education and production maintenance experience; an AA degree in mechanical, electrical, or industrial maintenance a plus; 4+ years of manufacturing experience; strong hydraulic, pneumatic, mechanical and industrial skills with some ammonia / refrigeration and HVAC.Physical environment/working conditions: The position is a manufacturing setting and could involve sitting, standing, walking and lifting for long periods of time throughout the day. Unrestricted visual and audio abilities are required for the safety of all employees. The ability to lift up to 60 lbs. is required. Equipment and Machinery used: MultipleOther (e.g., customer contact or access to confidential information): Must be able to work as part of a team, in extreme temperatures, and various shifts.  ",0
Church Administrator/ Secretary,,"US, OH, Cincinnati","Description of the Church Administrative AssistantThe Church Administrative Assistant serves under the direct supervision of the Senior Pastor, to manage all activities of the main church office and perform administrative duties related to the church’s operation. This is a full time #URL_b74a96d67e677fe50326f5185df3e9f22ca81b928c4e286b6d7dccc397d2e7ac# for this postion should be of a Pentacostal or Baptist background and the church is apart of the Full Gospel Church Fellowship Organization. Qualifications of the Church Administrative AssistantThe Church Administrative Assistant must be a professing Christian.The Church Administrative Assistant must hold an active membership, attend regularly and be in good standing with a local church.The Church Administrative Assistant must have a minimum of five years experience in secretarial work.The Church Administrative Assistant must have strong communication, computer and organizational skills.The Church Administrative Assistant must be proficient in the use of standard office tools (copy machine, fax machine, etc.).The Church Administrative Assistant must demonstrate a high level of trust (A violation of trust will result in immediate dismissal.).The Church Administrative Assistant should always exhibit professionalism, demonstrated by well-groomed appearance, conscientious work ethic, teaching ability and accountability.The Church Administrative Assistant should be willing and able to work at a fast pace within a variety of settings and circumstances, with composure and flexibility.The Church Administrative Assistant should be ever conscious of the need for confidentiality.The Church Administrative Assistant should exercise discernment and wise judgment.The Church Administrative Assistant should be a self-starter, good at multi-tasking and prioritizing projects.The Church Administrative Assistant should possess the ability to work independently without supervision.Responsibilities of the Church Administrative AssistantCommunicationAct as receptionist in making appointments and receiving visitors.Screen and route all incoming calls.Check and respond to all emails as soon as possible.As soon as information is received, send email notifications to all staff and Chairman of Deacons. This includes, but not limited to, deaths (when arrangements are known), hospitalizations, surgeries, outcome of surgeries, serious accidents, births, etc.Participant in weekly staff meetings.Route incoming faxes to appropriate staff.DocumentationDistribute mail to appropriate personnel.Generate and prepare weekly bulletin.Continuously update Prayer Sheet and generate copies for Wednesday night services.Prepare cards for Wednesday night outreach.Type correspondence and other items for Pastor.Serve as secretary to Church Council and at monthly business meetings (take minutes).Generate and make copies of monthly Church Council reports.Maintain file of all invoices, correspondence, and reports.Send and receive all church membership letters.Keep computer databases and mailing lists up to date.Generate and disseminate quarterly Grounds Security schedule.Prepare certificates for special occasions.Make reservations for use of church facilities.Submit daily timesheet.Maintain a current list of key holders and provide keys to personnel as needed. Collect keys upon departure.Accurately track church items on loan.Keep track of PTO used and available for all church staff.FinancialPost weekly deposits.Post weekly church contributions.Pay all bills for the church.Submit weekly time worked for all employees to the church accountant for weekly payroll checks.Complete and submit monthly, quarterly, and annual government reports, with payment.Reconcile all banking accounts monthly.Generate and make copies of financial reports for Finance Committee and monthly business meetings.Generate and mail yearly church contribution report to members.Other ResponsibilitiesSet up meetings and other appointments for Pastor.Coordinate travel arrangements, when necessary.Purchase and maintain all office supplies.Recruit, schedule, and train volunteer office help.Other duties as assigned. Competitive weekly pay and full benefits after 90 days.",1
ER Trauma RN,,"US, NV, ","Find more jos at #URL_1efb08d6a6da1c56afb2d0c686e1ed0dc14d0fbcb22482369e8a69999aa0d278#Apply directly using below link#URL_1efb08d6a6da1c56afb2d0c686e1ed0dc14d0fbcb22482369e8a69999aa0d278#/jobs-united-states/917712/watkins-staffing/er-trauma-rnER/Trauma RN (per diem) -- Las Vegas, NVRequirements: 2 - year minimum acute experience in a hospital setting. We're eager to fill positions immediately, please apply ASAP. Active Nevada State RN license.12 hour day/nights shifts available, 12 - 48 hours per week***Guaranteed HoursAdvantages of Per Diem Nursing:• Make extra money, depending on their commitment, which is the main advantage. • Pick your own schedules based on your commitment.• 24 hours a week, 36 hours a week - one weekend a month and one holiday a year - these are the nurses making the big bucks, while providing sorely needed coverage.• In most cases staff nurses must work every other weekend, two holidays and can't necessarily pick their schedules.• Nothing can match the flexibility that comes with per diem shifts. Higher PayPer Diem shifts are paid at a higher rate. The flexibility to pick up shifts as needed, combined with higher wages allows you to maximize your earning potential.Bachelor's Degree or Associates Degree in Nursing is requiredMust possess U.S. hospital experience; recent specialty experience within 1 year.Active American Heart Association BLS, ACLS cardWeekly pay rates will be determine based on experience. ***Please Note: If you are proactively looking for an opportunity, or would like to view our MANY openings, you may follow the link and instructions below to create your profile:  ",1
Drupal Developer interested in Node.js,,"US, CO, ","Project Ricochet has its hands in a lot of cool stuff. We are a design and development firm with a focus on PHP and #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659#. Currently a large percentage of our work is in Drupal, but when we look to the future of the web, it’s in slick Javascript frameworks that bring the web alive and make it feel more and more like a native app. We are in need of another developer to join our solid team and we’re taking our time to ensure that the candidate is the right fit. The ideal candidate is an experienced Drupal engineer who’s savvy in front-end and back-end aspects of Drupal (including theming, jQuery, &amp; compiled css), has played around with #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659# and/or #URL_9078e8368d89dcdbf1ed26064be556e5b47144133bf647a7deaa954f8ec0bdb4# - and has been looking for an opportunity to work with it more. We offer competitive pay and a competitive bonus program based on your billable time.Challenges of the JobYou will be asked to learn constantly. Although support will be provided by our team, you need to research solutions and read documentation to find solutions on your own.You must have the ability to multi-task and switch gears to work on multiple projects in any given day.You must use our software to track your time and log your progress throughout the day.You must be a fast, efficient and high quality worker.You must complete projects on budget (which you help set) and are expected to be billable at least 35 hours per week (in line with an industry standard 90%), extra billable hours or an advancement / increase of your billable rate will result in hourly bonuses paid quarterly.CompensationYou’ll be able to regularly work from home (although office time is important too - especially to start).Gain experience in a wide range of technologies and programming processes to acquire the competencies needed to be a rock solid software developer.Grow professionally and (most likely) personally in this role.Regular 40 hour work week (overtime may be required from time to time but it is rare) and respectful, fun and relaxed work environment. We want you to have a good work/life balance and we also want to support you in any side projects you may be involved in.Opportunities to be involved in entrepreneurial offshoots from products we develop internally.Competitive salary commensurate with experienceBonuses for extra billable hours allow you to easily make more than your salary, whenever you want.Great opportunities for rapid advancement and sharing in our success.For full time employees: Healthcare, Major Holidays and Paid Vacation. Qualities of the Ideal CandidateSolid capabilities in PHP (OOP and MVC Principles), HTML/CSS, Javascript (JQuery, #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659# or Meteor) and AJAX. Linux admin capabilities is a huge plus. As is knowing Drupal.3-5 years of experience with advanced Drupal developmentIs comfortable with (and able to slang) your mom jokes.Computer Science degree or comparable solid knowledge and real world programming experience is a plus.Humble, honest, hungry and smart.Organized, systematic, and logical.Good verbal and written communication skills.Ability to work in a team and grow from constructive feedback.Has contributed to at least one Open Source project. You’ll be able to regularly work from home (although office time is important too - especially to start).Gain experience in a wide range of technologies and programming processes to acquire the competencies needed to be a rock solid software developer.Grow professionally and (most likely) personally in this role.Regular 40 hour work week (overtime may be required from time to time but it is rare) and respectful, fun and relaxed work environment. We want you to have a good work/life balance and we also want to support you in any side projects you may be involved in.Opportunities to be involved in entrepreneurial offshoots from products we develop internally.",0
Junior Sales Representative,"Company Website: #URL_b0bc289d014ce1647b7dbe8ffe0e121d1f3ded55cbf9e3c20987b3cf1f8d3b5d#Advisor Websites has been a player in the financial services industry since 2002, building crisp, professional, and compliant websites exclusively for members of the financial services industry all across North America through a SAAS business model. Our head office is located on the beautiful West Coast of Canada in Vancouver, British Columbia.We offer an amazing culture and work environment for those who seek to learn, grow and are top achievers.","CA, BC, Vancouver","This is a junior sales position for a hunter with a can-do attitude, who will no take no for answer, and who is hungry to close some deals!!You will bring excellent telephone sales and communications skills, and will identify and connect with new prospects with a particular focus on the Financial Services #URL_e28dc175133e9090051586bd4faf59de5475fa6a2bb9ed54ca9f423aa23fb412# will also develop phone-based revenue generation through the creation of sales leads, initiation of prospect calls, and establishment of ongoing rapport with existing and potential customers.Responsibilities include:Prospecting for new leads (including cold calling)Responding to sales inquiriesClosing new business consistently at or above quota levelPerforming product demosProcessing, entering &amp; maintaining all sales information in our CRMReporting on daily, weekly, and monthly sales performance and consistently achieve targets.Building knowledge about Advisor Websites’ products and services to effectively respond to questions/inquiries, stay attuned to best practice techniques and current product/service offerings. What we are looking for:Goal oriented (can demonstrate when set goals and achieved them)Resourceful personality (will not take no for an answer)Exceptional closing skills (we are looking for over achievers)Excellent ability to communicate to internal and external customers (verbal &amp; written)Powerful work ethicGood attention to detail and accuracyLots of energy, passion, and enthusiasmQualifications:Minimum 2+ years’ experience in a sales role (account coordinator, sales representative, account management), ideally within a technology/software company (SaaS)Some good understand of web technology and digital marketingProven ability to exceed sales quota and targets Company Website: #URL_b0bc289d014ce1647b7dbe8ffe0e121d1f3ded55cbf9e3c20987b3cf1f8d3b5d#Advisor Websites has been a player in the financial services industry since 2002, building crisp, professional, and compliant websites exclusively for members of the financial services industry all across North America through a SAAS business model. Our head office is located on the beautiful West Coast of Canada in Vancouver, British Columbia.We offer an amazing culture and work environment for those who seek to learn, grow and are top achievers.",0
Admin Assistant,,"US, MD, Baltimore","Job DescriptionAdministrative AssistantDescriptionAn insurance consulting practice is currently seeking a skilled Administrative Assistant to join its team.The Administrative Assistant will provide administrative and clerical support to the Insurance Compliance Department. Success in this role will depend upon the ability to manage multiple tasks, meet deadlines, and provide outstanding administrative and customer service support.Job Responsibilities include:Heavy data entryScanning and imaging of documentsOther duties as assigned by Department ManagerQualifications:Business communication skills, both written and verbal.Advanced level PC skills using Microsoft Office (Word, Excel, Access, PowerPoint and Outlook).Superior customer service skills.Must be willing to work holidays and weekends as needed.Individual must be self motivated with excellent time management, attendance, organizational and multi-tasking abilities.  ",1
 Business Analyst (Permanent-Manager level),"Founded by serial entrepreneur Clive Jackson and launched in 2011, Victor is one of the world’s most trusted names in private jet charter. With only a 5% fee for online bookings, Victor offers the broadest selection of quotes for charter flights at the best prices directly from the operators. With access to over 700 contracted aircraft, Victor can get you airborne in less than 2 hours from almost any airport around the world on any aircraft type. We're a small and growing agile team. As a team we aspire to the hacker culture and we care about what we do. We want to produce simple, elegant solutions to difficult problems. We take pride in getting the job done right. We want to improve as individuals and improve the team and wider organisation around us.Our development team use modern technologies, tools and methods to produce a product that our customers love. We want our applications to be ubiquitous; any time someone is booking a jet they'll be using the Victor platform.We choose the best tools for the job and right now that's mostly node and Angular, with MongoDB and a smattering of Python.For vacancies for our other companies, #URL_8b5fe34131f015b09e2b4b01097392477242e0de74786a62a71e91e1e5dbfba7# and Global Beach, please click on links below:#URL_c31909b471fce3a2c3ea962a074a37e919edf78b8dfb90c4a3a9ace570542adf#http://global-#URL_c4958175db594f9b8c88259f8f6fa850085a15c4723021f19596b2a9752dc62f#","GB, LND, ","We are looking for truly exceptional talent to join Victor, a provider of private jet charter services that has revolutionised the market. The core attributes of any prospective candidate will be energy, ambition, organisation and a strong desire to innovate and play a pivotal role in a company that is set to become a truly global brand.The opportunityVictor is seeking a highly motivated individual to join as a Business Analyst.Fly Victor is constantly exploring new areas of services and business, and the candidate will be leading the effort to explore these new opportunities; preparing detailed business plans, including market analysis, revenue model, organisational structure, financial projections, etc.The role will suit candidates with significant experience of working in a product/innovation environment, ideally within a technology start-up. The candidate will have been in key executive and/or consultant roles in multiple fast growing organisations and must be able to take a high level vision and work diligently, drawing experience from multiple stakeholders to produce an appropriate level of detail.As part of a dynamic and innovative company, the individual will need to be hands-on, flexible and self-sufficient. The candidate should have a strong interest in being part of a real innovation in the online travel and private aviation industries.The RoleOwn the process from vision to business plan for one or more initiatives.Preparing detailed business plans, including market analysis, revenue model, organisational structure, financial projections, etc.Work with the company’s management team and other stakeholders as neededElicit requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios, business analysis, task and workflow analysis.Critically evaluate information gathered from multiple sources, reconcile conflicts, decompose high-level information into details, abstract up from low-level information to a general understanding, and distinguish user requests from the underlying true needs.Proactively communicate and collaborate with external and internal customers to analyse information needs and functional requirements and deliver artefacts as needed like functional requirements or use casesDrive and challenge business units on their assumptions of how they will successfully execute their plansServe as the conduit between the commercial and technical functions, ensuring optimal solutions and efficient use of resourcesDevelop requirements specifications according to standard templates, using natural language.Collaborate with developers and subject matter experts to establish the technical vision and analyse trade-offs between usability and performance needs. Expert understanding of business models and organisationsUnderstanding of SaaS productsMulti stakeholder requirements definition and management systems and methodologiesAble to successfully engage in multiple initiatives simultaneouslyStrong analytical and product management skills, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements.Excellent verbal and written communication skills and the ability to interact professionally with a diverse group, executives, managers, and subject matter experts. ",0
Lead Software Engineer - Web,"Aptitude Staffing Solutions has redesigned the recruiting wheel. Our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. Join us in a fresh new experience of leveraging your career...the way it should be! All represented candidates enjoy the following perks:Expert negotiations, maximizing total compensation package Signing bonus by Aptitude Staffing in addition to client signing bonus (if applicable)1 Year access to AnyPerkRelocation Services for out of town candidatesContinued education in your area of profession, seminars, workshops and other skill development events Contract employees receive quarterly bonuses for the duration of their project Direct-Hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed companyAll candidates are encouraged to participate in our Referral Bonus Program &amp; earn $500 - $1,000 per hired referral            ","US, WA, Seattle","Do you want to help improve the lives of farmers and help protect our country’s food supply? Are you motivated by solving hard problems with real-world impact?  We are looking for experienced leads to help build our next generation products and services and to guide and mentor our current team of talented engineers. Responsibilities:    * Creativity and passion for developing high quality code.   * Strong interest in taking ownership of the entire development process      from development, through testing and deployment.   * Interest and confidence in learning and working with new      technologies.   * A passion for mentoring and developing both junior and experienced      Software Engineers.   * Able to provide direct, constructive feedback on the fly to your peers      and team.   * A desire for a collaborative development process and both learning      from and teaching your teammates.   * The ability to dive deep into a problem, avoiding common pitfalls, and      never being afraid to ask for help.   * A desire to work on hard problems. Skills:   * Expert understanding of web technologies and web application      architectures.   * 2 years+ experience directly managing 3 or more Junior - Senior      Software Engineers.   * Strong organizational and communication skills.   * 6 years or greater working proficiency in Ruby and/or Java.   * Experience with relational databases (e.g., MySQL, PostgreSQL).   * Experience using Git or other distributed version control software.   Creativity and passion for developing high quality code.   Strong interest in taking ownership of the entire development process      from development, through testing and deployment.   Interest and confidence in learning and working with new      technologies.   A passion for mentoring and developing both junior and experienced      Software Engineers.   Able to provide direct, constructive feedback on the fly to your peers      and team.   A desire for a collaborative development process and both learning      from and teaching your teammates.   The ability to dive deep into a problem, avoiding common pitfalls, and      never being afraid to ask for help.   A desire to work on hard problems.Bonus:   Experience with AWS or similar distributed architecture.   Experience with NoSQL databases (e.g., Couchbase).   Experience working full-stack with MVC/MVP frameworks like      #URL_5543aa46fe37875fcc9e8b278ee02d4a18479d6d208cad289401987349eea211# and #URL_24af608067894e12e6fea7409bc304eab8b081f9a997620340783e8eb5641189#.   A passion for data visualization. Perks:   * A ground floor opportunity as part of a driven, talented team that      aims to make a large-scale impact through innovative use of our      technology platform.   * We sponsor meetups, networking events, and conference trips to help      support your personal and professional development.   * Fully-stocked kitchen and kegerator, with lunch and dinner served      daily.   * Engage with our customers first-hand by taking trips out to the field.   * Competitive compensation.   * Medical, dental, and vision insurance. ",1
NICU RN  ,,"US, NV, ","Find more jobs at #URL_4708e598004bb0a85bf09f9eecc0a8f1fdc0f496e68deb05ee2432ff63e13767#Apply to this job using below link#URL_4708e598004bb0a85bf09f9eecc0a8f1fdc0f496e68deb05ee2432ff63e13767#jobs-united-states/917713/watkins-staffing/nicu-rnNICU RN (per diem) -- Las Vegas, NVRequirements: 2 - year minimum acute experience in a hospital setting. Level III experience required. We're eager to fill positions immediately, please apply ASAP. Active Nevada State RN license.12 hour day/nights shifts available, 12 - 48 hours per week***Guaranteed HoursAdvantages of Per Diem Nursing:• Make extra money, depending on their commitment, which is the main advantage. • Pick your own schedules based on your commitment.• 24 hours a week, 36 hours a week - one weekend a month and one holiday a year - these are the nurses making the big bucks, while providing sorely needed coverage.• In most cases staff nurses must work every other weekend, two holidays and can't necessarily pick their schedules.• Nothing can match the flexibility that comes with per diem shifts. Higher PayPer Diem shifts are paid at a higher rate. The flexibility to pick up shifts as needed, combined with higher wages allows you to maximize your earning potential.Bachelor's Degree or Associates Degree in Nursing is requiredMust possess U.S. hospital experience; recent specialty experience within 1 year.Active American Heart Association BLS, ACLS cardWeekly pay rates will be determine based on experience. ***Please Note: If you are proactively looking for an opportunity, or would like to view our MANY openings, you may follow the link and instructions below to create your profile:To inquire, please contact:Mr. Sandy WatkinsRefer a Healthcare Professional and Receive up to $1000  ",1
Mirfield Warehousing Apprenticeship Under NAS 16-18 Year Olds Only ,"Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.  ","GB, , Mirfield", Government funding is only available for 16-18 year olds only.Perfect role for school leavers.This is a fantastic opportunity for those looking to start their career in Warehousing. During the first 12 months you will work towards a Level 2 Warehousing NVQ and then be kept on in a permanent position.You will be working for a silicone hoses manufacturing company and the role will involve:-Picking and packing-Despatching orders-Taking calls from internal staff and customersIdeal candidates will be able to work in a team and will have good timekeeping skills.If you are motivated and career minded please apply now. 16-18 year olds only due to government funding.Full time availability. Career prospects.,0
Writers,,"US, , ","We are a company looking for qualified individuals to help out withwriting tasks such as:- Short stories- Movie scripts- Sales scripts- Articles- News feeds- PR websites-Blog posts... and more.Job Duties Include:- Draft and create consumer content for lifestyle and health related websites- Research new products and services with the relation to the consumers- Create projects for blogs and other new media- Brand messages with reaching a large online audienceYou'll have the opportunity to work big name companies and popular websites in several niches from news, geography, sports, entertainment, travel, and others.Qualifications:- High-school Graduate or GED qualified with an interest in writing for blogs, stories, and other publications- Experience in Journalism, English, Communications or other related fields- Strong written communication skills with ability to proofread effectively- Ability to manage multiple projects- Experience with Microsoft Office (Word, PowerPoint, Outlook, Excel)- Internet acces / Online access (THIS IS A MUST)This is a part-time and full-time job, depending on you availability.Hours are flexible from 10 to 40 hours per week.Travel is not required. Pay is discussed via communication after application process.Please email ""#EMAIL_d9fc2207d30a7b527f02e9d8d3fd4a932e9035642431db6343c0db6cd21a2804#"" with your full name and resume. We will contact you shortly after within 24 hours  ",1
Project Engineer,"                                                                                 Staffing &amp; Recruiting done right for the Oil &amp; Energy Industry!Represented candidates are automatically granted the following perks: Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases Significant signing bonus by Refined Resources (in addition to any potential signing bonuses our client companies offer)1 Year access to AnyPerk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween.  You'll save thousands on daily expenditures Professional Relocation Services for out of town candidates* All candidates are encouraged to participate in our Referral Bonus Program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the Refined Resources teamPlease submit referrals via online Referral FormThank you and we look forward to working with you soon!  [ Click to enlarge Image ]","US, CA, Bakersfield","JOB DESCRIPTION: PROJECT ENGINEERDesign and install minor and major capital projects. Prepare specifications, drawings, bid packages, quotation analysis and other applicable documents for purchase, construction, and repair of refinery facilities. Supervise the activities of contract engineering and construction personnel.Lead projects from the feasibility phase through design, construction, startup, and close out phases. The Project Engineer will be responsible for completing the projects on time, within the budget, and adherence to the design specifications.Provide timely and accurate engineering designs. Apply good safety and environmental practices in all engineering recommendationsB.S. in Mechanical Engineering required with 3 to 10 years experience in Refining or Petrochemical sectors. Excellent wage/benefit package available. B.S. in Mechanical Engineering required with 3 to 10 years experience in Refining or Petrochemical sectors.  Excellent wage/benefit package available.",1
